"Post ID","Page ID","Page name",Title,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,"Average Seconds viewed",Comments,Distribution,"Approximate earnings (USD)","Stars (USD)",Impressions,Interactions,"Net follows",Reactions,Saves,Shares,"Seconds viewed",Viewers,Views
122129259459355495,61590664855715,"Universe impact","An asteroid bigger than the Eiffel Tower passes CLOSER than our satellites on April 13, 2029. Two billion people will see it with the naked eye. No telescope. No danger — but no one alive has ever seen anything like it.
📅 Save this date. Watch the sky move.
#apophis #space #nasa #astronomy",88,"08/27/2026 15:31",https://www.facebook.com/reel/2610284212757151/,Reel,,Lifetime,20.647,4,-1.1x,0,0,2733,61,8,49,7,6,55108.057,2662,2982
122129166261355495,61590664855715,"Universe impact","Scientists just proved ""empty"" space isn't empty. 🌌⚡

In 1936, Heisenberg predicted that a strong enough magnetic field could bend
light passing through pure vacuum — because space itself is secretly full of
flickering virtual particles.

90 years later, NASA's IXPE telescope caught it happening for real, around a
magnetar with a magnetic field a trillion times stronger than Earth's.

If ""nothing"" is still something... what else have we been wrong about? 👇

#Space #Physics #QuantumPhysics #NASA #Magnetar #Heisenberg #Astronomy
#MindBlown #Science #universeimpact",99,"08/27/2026 06:04",https://www.facebook.com/reel/2891898011188045/,Reel,,Lifetime,12.897,0,-8.4x,0,0,612,18,5,14,3,1,7596.832,573,627
122128803645355495,61590664855715,"Universe impact","Mars has been hiding a secret for 4 billion years — and a passing spacecraft just exposed it.

Deimos, the quieter of Mars' two moons, looks almost smooth. That calm surface is an illusion: an ancient asteroid strike buried its craters under a blanket of dust hundreds of meters deep — and Deimos itself may be a fragile rubble pile, not solid rock at all.

Is Deimos a broken piece of Mars, or a captured asteroid wearing a disguise? Tell me what you think below. 👇

#Deimos #Mars #Astronomy #Space #SolarSystem #HeraMission #MMX #Asteroid #NASA #ESA

Music: ""Space 1990-B"" by Kevin MacLeod (incompetech.com), CC BY 4.0.
Imagery: NASA/JPL/MRO · ESA (Hera mission) · Raducan et al., Nature Astronomy (CC BY 4.0) · JAXA (Hayabusa2) · NASA Eyes · JAXA MMX render.",89,"08/25/2026 14:33",https://www.facebook.com/reel/1618473729855103/,Reel,,Lifetime,28.406,0,-2x,0,0,1132,24,4,23,2,1,31616.405,1103,1225
122128777725355495,61590664855715,"Universe impact","Mercury may look like a dead, scorched rock—but deep inside, models suggest it could be hiding a diamond-bearing layer roughly 10–18 kilometers thick. 💎

NASA’s MESSENGER mission found graphite on Mercury’s surface, offering clues that the young planet once had a carbon-rich magma ocean. As Mercury’s metal core cooled, excess carbon may have crystallized into diamond and collected near the core–mantle boundary.

Important: this is a scientific model, not a confirmed underground diamond mine. No spacecraft has directly imaged the layer.

Would you mine Mercury? Share your thoughts below and follow @UniverseImpact for more hidden worlds.

Source: Xu et al., Nature Communications (2024)
https://doi.org/10.1038/s41467-024-49305-x

#Mercury #Space #Astronomy #PlanetaryScience #UniverseImpact #Science #NASA #HiddenWorlds",40,"08/25/2026 12:50",https://www.facebook.com/reel/1391642663064618/,Reel,,Lifetime,6.957,0,-1.3x,0,0,1105,18,1,17,0,1,7451.118,1066,1135
122128738149355495,61590664855715,"Universe impact","Scientists thought Mimas was just a dead ball of ice — until its orbit gave away a secret.

That ""Death Star"" moon orbiting Saturn has been hiding a global ocean under 20-30km of ice this whole time. No cracks, no plumes, nothing on the surface ever gave it away — the only clue was a wobble in its orbit that didn't add up.

A dead moon... with a heartbeat. 🌑🌊

Would you explore Mimas? 👇

Follow @UniverseImpact for more hidden worlds like this.

#Mimas #Saturn #DeathStarMoon #Space #Astronomy #HiddenOcean #solarsystem",29,"08/25/2026 08:09",https://www.facebook.com/reel/1384719183751265/,Reel,,Lifetime,12.512,0,-0.7x,0,0,882,18,4,17,0,2,10660.57,860,982
122128627569355495,61590664855715,"Universe impact","Astronomers just found something that's never been seen before — three supermassive black holes, all actively feeding, inside a single galaxy. 🕳️🕳️🕳️

The galaxy, J0148-4214, is so far away that its light has been traveling for 12.5 billion years — we're seeing it as it looked just 1.2 billion years after the Big Bang. Two of the black holes sit only 620 light-years apart and are expected to merge within a few hundred million years. The third lurks 5,500 light-years out on the galaxy's edge.

Unlike the quiet black holes we see in nearby galaxies today, all three of these are actively devouring matter at once — a snapshot of a young, violent universe still building its biggest monsters.

Scientists say this is strong evidence that black hole mergers were a major engine of growth in the early cosmos — and a preview of the kind of collisions future gravitational wave observatories are built to catch.

Follow Universe Impact for more of the universe's best-kept secrets. 🌌

#SupermassiveBlackHole #JWST #Astronomy #Space #BlackHoles #UniverseImpact #Cosmology #SpaceFacts #EarlyUniverse #galaxy",0,"08/25/2026 00:28",https://www.facebook.com/permalink.php?story_fbid=pfbid02EYqBYBffE9ziPxQM5PTaMyWp2Bn8as1mhUxATtBx1KTQZW3fZSbdMX7agB5vchLUl&id=61590664855715,Photo,,Lifetime,,0,--,0,0,88,1,0,0,0,1,,85,155
122128533867355495,61590664855715,"Universe impact","Did you know Earth may contain an ocean-sized amount of water deep beneath its surface? 🌎💧

But here's the surprising part: it isn't a giant underground sea. Much of this water may be locked inside minerals deep within Earth's mantle.

A discovery involving ringwoodite and a tiny clue from a diamond has helped scientists understand Earth's hidden water cycle. And what lies deep beneath our feet may be far stranger than we imagined. 🤯

Earth still has secrets we haven't uncovered.

Follow Universe Impact for more mind-blowing discoveries about our planet, space, and the universe. 🌌

#Earth #Science #Space #Universe #ScienceFacts #EarthFacts #Geology #Ringwoodite #DidYouKnow #ScienceReels #UniverseImpact #AmazingFacts #Facts #Nature #Discovery",54,"08/24/2026 12:26",https://www.facebook.com/reel/1042730268736429/,Reel,,Lifetime,13.462,0,-0.6x,0,0,1023,8,2,8,0,0,13556.3,983,1109
122128464261355495,61590664855715,"Universe impact","Two miles beneath the ice of Antarctica lies a world that hasn't seen sunlight in millions of years. 🧊👇

Using satellite data, radar, and airborne surveys, scientists have mapped vast mountain ranges, ancient river valleys, and subglacial terrain buried deep beneath the frozen continent. What lies underneath this ice doesn't just reveal Earth's distant past—it controls how the ice sheet moves today.

Follow Universe Impact for more discoveries hidden across our planet and the cosmos. 🌌

Hashtags:
#Antarctica #EarthScience #Geology #UniverseImpact #ScienceDiscoveries #HiddenWorlds #Reels #SpaceAndScience #NatureExplorationAdventure",56,"08/24/2026 06:09",https://www.facebook.com/reel/1057608067129629/,Reel,,Lifetime,17.763,2,-0.8x,0,0,10780,173,71,161,12,3,186608.64,10343,12113
122128407531355495,61590664855715,"Universe impact","Is our entire universe just a projection? 🌌

Physicists studying black holes stumbled onto something that challenges everything we think we know about reality — the idea that the 3D universe we observe might actually be information encoded on a 2D surface, like a hologram.

It sounds like science fiction. It isn't.

🤔 If it turned out to be true, would that change how you see... everything?

Follow Universe Impact for more mind-bending science, daily. 🔭✨

#Universe #BlackHole #Physics #Space #Science #Cosmos #Astronomy #HolographicPrinciple #MindBlown #SpaceFacts",93,"08/24/2026 01:57",https://www.facebook.com/reel/1087151807384608/,Reel,,Lifetime,18.526,2,-2.2x,0,0,2595,48,16,44,3,0,46502.495,2447,2681
122128240341355495,61590664855715,"Universe impact","A star gets torn open by a black hole... and doesn't die. It comes back, months or years later, and gets torn open again. Astronomers have now found about 10 of these systems — and in some of them, the flash of light gets dimmer every single time. New research says the answer is written into the star itself: it was already spinning incredibly fast before it ever got captured, likely flung into this deadly orbit when a binary star pair got ripped apart by the black hole's gravity. One star was thrown into space forever. The other has been coming back for more ever since. 🕳️ Source: Bandopadhyay et al., Astrophysical Journal, 2026 (Syracuse University).",0,"08/23/2026 05:45",https://www.facebook.com/permalink.php?story_fbid=pfbid02HeovQBUFBUWsFNqrgtrVVmBDj6Me13UWtdpkW49Gnxp4x294jSAiYknttuSADeNBl&id=61590664855715,Photo,,Lifetime,,0,--,0,0,113,2,0,1,0,1,,108,195
122128213881355495,61590664855715,"Universe impact","Astronomers just found out the early universe was hiding a secret in plain sight. For years, JWST kept spotting galaxies that seemed impossibly massive for how young they were. Now we know why — they're packed with billions of faint, ordinary stars nobody could see until now. Some of these galaxies may be up to 4x heavier than we thought. And since small stars often host planets, this hints the early universe may have had far more planets than anyone assumed. 🌌 Source: Cheng et al., Nature Astronomy, Aug 2026.",0,"08/23/2026 03:20",https://www.facebook.com/permalink.php?story_fbid=pfbid0KZ7WW6enGHgcNCQv8PeJVC1dbuyoDs6puamBoiiNDhGF6R9WThy6YtaR6b16TqD6l&id=61590664855715,Photo,,Lifetime,,0,--,0,0,112,2,0,1,0,1,,107,185
122127757371355495,61590664855715,"Universe impact","There's a structure the size of a small continent buried under two miles of Antarctic ice — and it's shaped like an open hand.

Scientists combined decades of radar, gravity, magnetic and seismic data to rebuild the most hidden landscape on Earth. Thirty giant basins radiate from a single point near the South Pole — the East Antarctic Fan-Shaped Basin Province — including the basin holding Lake Vostok, the largest subglacial lake on Earth.

The shape tells a story from before Gondwana broke apart, a slow rotational twist so wide it may have helped tear Antarctica and Australia apart. And this buried hand is still steering how fast Antarctica's ice can flow today.

What else is hiding under the ice we've never looked at?

Watch the full story → and follow Universe Impact for more. 🧊🌍

Sources: NASA SVS · NASA Operation IceBridge · Armadillo et al., Nature Geoscience 2026

#Antarctica #HiddenUnderIce #Subglacial #ScienceExplained #EarthScience #LakeVostok #NASA #Geology #Space #sciencefacts",90,"08/21/2026 04:25",https://www.facebook.com/reel/1956880948355678/,Reel,,Lifetime,24.539,5,+1.4x,0,0,7212,146,42,128,12,7,172877.379,7042,7712
122127420549355495,61590664855715,"Universe impact","Something enormous may be hiding inside Earth — 2,900 km below your feet.

Two continent-sized structures sit at the core-mantle boundary. Seismologists can see them with seismic waves. And their origin story may be written in the Moon: 4.5 billion years ago, a world called Theia may have collided with Earth — and some of it may still be here.

Are these buried masses pieces of Theia? Or something else? Science doesn't know yet — and that's exactly what makes it exciting.

Watch the full story → and follow for more space mysteries. 🚀🌍

Sources: NASA · Yuan et al., Nature 2023 (CALTECH)

#Theia #MoonFormation #EarthScience #SpaceMysteries #GiantImpact #ScienceExplained #Geology #Astrophysics #NASA #Earth #SpaceExploration",65,"08/19/2026 14:49",https://www.facebook.com/reel/1029790516356056/,Reel,,Lifetime,14.282,0,-3.8x,0,0,1528,13,3,12,1,0,21323.96,1440,1599
122126839437355495,61590664855715,"Universe impact","Saturn's moon Mimas looks frozen and dead — the Death Star of our solar system. But hidden 20 to 30 kilometers beneath its cratered crust is a liquid ocean younger than the Himalayas.

For years, scientists assumed Mimas was a solid block of ice. Then researchers re-analyzed NASA Cassini data and found a subtle wobble in its orbit that only a liquid ocean could explain. The surface told everyone to expect nothing — ancient craters everywhere, including the massive Herschel Crater. But the wobble changed everything: the only way to match Cassini's measurements is a global ocean, hidden 20 to 30 kilometers beneath the ice.

And here's the mind-blowing part: this ocean shouldn't exist. Mimas is barely 400 kilometers wide, and it lacks the cracked surface of ocean worlds like Enceladus. Yet thermal models show this ocean is less than 25 million years old. Earth's oceans are billions of years old. Mimas's ocean is practically brand new.

The cause? Tidal forces from Saturn, squeezing Mimas from within — heating its core and keeping that ocean liquid. A fresh, evolving ocean like this is a prime place to study prebiotic chemistry — the chemistry that comes before life.

If a dead-looking moon can hide a brand-new ocean, how many other frozen worlds are hiding secrets? Could Mimas's ocean ever hold life? Comment below.

## Hashtags
#Mimas #Saturn #Space #NASA #Cassini #OceanWorlds #Astrobiology #HiddenOcean #universeimpact",97,"08/17/2026 16:09",https://www.facebook.com/reel/1279687041888868/,Reel,,Lifetime,25.414,5,-0.3x,0,0,4245,173,25,163,7,3,104962.728,4146,4499
122126807433355495,61590664855715,"Universe impact","Europa might be hiding alien life in its ocean. We just found out reaching it may be nearly impossible.

Beneath Europa's frozen shell hides a global ocean of salty liquid water, kept liquid by Jupiter's tidal squeeze. Scientists hoped shallow water pockets near the surface were a shortcut — direct windows into the deep ocean. The idea: dikes, narrow fractures in the ice, acting like straws from the deep ocean to the surface.

New simulations from Rutgers show the ice shell is a far stronger barrier than assumed. Liquid from the deep rarely, if ever, reaches those shallow reservoirs — and if shallow pools exist, they're likely cut off from the ocean itself. The easy path to testing for habitability may not exist.

NASA's Europa Clipper is in flight with 49 planned close flybys starting ~2030, and ESA's JUICE arrives at Jupiter in July 2031. Together, they'll be the real test of what's actually down there.

Will we ever sample Europa's ocean? Comment below.

#Europa #Jupiter #Space #NASA #ESA #EuropaClipper #JUICE #Astrobiology #OceanWorlds #universeimpact",90,"08/17/2026 14:01",https://www.facebook.com/reel/1579067490556346/,Reel,,Lifetime,16.391,0,-2.9x,0,0,1821,37,1,39,0,0,29045.975,1760,1894
